,rank,id,form_id,name,form,alias,move,move_rate,nature,nature_rate,ability,ability_rate,item,item_rate,terastal,terastal_rate
0045-000,9999,45,0,ラフレシア,,ラフレシア,"['ちからをすいとる', 'どくどく', 'やどりぎのタネ', 'ギガドレイン', 'ムーンフォース', 'テラバースト', 'ヘドロウェーブ', 'アシッドボム', 'ヘドロばくだん', 'つきのひかり']","[83.8, 57.2, 56.8, 45.3, 43.7, 23.6, 19.9, 16.8, 12.3, 9.6]","['ずぶとい', 'ひかえめ', 'おくびょう', 'おだやか', 'のんき', 'わんぱく', 'のうてんき', 'すなお', 'うっかりや', 'まじめ']","[68.4, 7.5, 6.1, 5.3, 3.7, 3.4, 1.6, 1.2, 0.9, 0.5]","['ほうし', 'ようりょくそ']","[88.2, 11.8]","['ゴツゴツメット', 'たべのこし', 'くろいヘドロ', 'いのちのたま', 'イバンのみ', 'きあいのタスキ', 'ものしりメガネ', 'タラプのみ', 'とつげきチョッキ', 'ヤチェのみ']","[81.6, 5.2, 3.6, 1.8, 1.5, 1.3, 0.7, 0.7, 0.7, 0.6]","['ほのお', 'みず', 'フェアリー', 'いわ', 'どく', 'ひこう', 'くさ', 'はがね', 'じめん', 'ノーマル']","[48.8, 23.1, 9.2, 9.1, 4.9, 1.7, 1.2, 0.6, 0.5, 0.3]"
0048-000,9999,48,0,コンパン,,コンパン,"['ねむりごな', 'がむしゃら', 'あさのひざし', 'バトンタッチ', 'どくびし', 'みがわり', 'たいあたり', 'アシッドボム', 'ナイトヘッド', 'サイコノイズ']","[93.0, 46.0, 45.0, 45.0, 38.0, 36.0, 30.0, 19.0, 13.0, 10.0]","['なまいき', 'せっかち', 'わんぱく', 'おだやか', 'おくびょう']","[36.1, 25.0, 22.2, 11.1, 5.6]",['ふくがん'],[100.0],"['きあいのタスキ', 'しんかのきせき', 'タラプのみ']","[47.2, 44.4, 8.3]","['どく', 'いわ']","[50.0, 50.0]"
0049-000,9999,49,0,モルフォン,,モルフォン,"['ちょうのまい', 'むしのさざめき', 'ねむりごな', 'バトンタッチ', 'ヘドロばくだん', 'あさのひざし', 'みがわり', 'ギガドレイン', 'テラバースト', 'がむしゃら']","[91.5, 75.6, 67.5, 52.5, 17.1, 12.7, 11.8, 8.4, 6.2, 5.9]","['おくびょう', 'ずぶとい', 'ひかえめ', 'おだやか', 'むじゃき', 'せっかち', 'きまぐれ', 'のんき', 'てれや', 'なまいき']","[54.4, 15.6, 11.5, 9.8, 3.1, 1.7, 1.2, 1.2, 0.9, 0.3]","['いろめがね', 'ミラクルスキン', 'りんぷん']","[56.9, 32.4, 10.7]","['きあいのタスキ', 'こうかくレンズ', 'たべのこし', 'くろいヘドロ', 'ぎんのこな', 'アッキのみ', 'ヤタピのみ', 'オボンのみ', 'ものしりメガネ', 'こだわりスカーフ']","[32.5, 19.7, 12.9, 5.4, 5.0, 4.3, 3.7, 3.4, 2.8, 2.0]","['むし', 'みず', 'どく', 'じめん', 'いわ', 'あく', 'ひこう', 'くさ', 'ドラゴン', 'エスパー']","[25.7, 24.8, 20.8, 15.8, 3.0, 3.0, 2.0, 2.0, 2.0, 1.0]"
0050-000,9999,50,0,ディグダ,,ディグダ,"['ふいうち', 'がむしゃら', 'おきみやげ', 'じならし', 'ステルスロック', 'イカサマ', 'じしん', 'じわれ', 'だいちのちから', 'あなをほる']","[91.9, 85.9, 63.0, 52.6, 31.9, 16.3, 11.9, 10.4, 8.9, 5.9]","['せっかち', 'むじゃき', 'ようき', 'しんちょう']","[48.6, 37.1, 11.4, 2.9]","['ありじごく', 'すながくれ']","[97.1, 2.9]",['きあいのタスキ'],[100.0],[],[]
0051-000,9999,51,0,ダグトリオ,,ダグトリオ,"['じしん', 'ふいうち', 'がむしゃら', 'ステルスロック', 'がんせきふうじ', 'おきみやげ', 'テラバースト', 'じわれ', 'きしかいせい', 'つるぎのまい']","[84.7, 80.2, 64.0, 43.4, 35.4, 16.2, 14.8, 13.0, 12.2, 9.5]","['ようき', 'いじっぱり', 'さみしがり', 'せっかち', 'むじゃき', 'やんちゃ', 'てれや', 'まじめ', 'しんちょう', 'わんぱく']","[54.6, 19.4, 9.1, 8.6, 6.8, 1.2, 0.1, 0.1, 0.0, 0.0]","['ありじごく', 'すながくれ', 'すなのちから']","[97.9, 2.0, 0.2]","['きあいのタスキ', 'チイラのみ', 'ひかりのこな', 'ふうせん', 'こだわりスカーフ', 'いのちのたま', 'クリアチャーム', 'いかさまダイス', 'しろいハーブ', 'カムラのみ']","[96.4, 0.8, 0.5, 0.4, 0.4, 0.4, 0.2, 0.2, 0.2, 0.1]","['フェアリー', 'じめん', 'ゴースト', 'ひこう', 'あく', 'ステラ', 'かくとう', 'はがね', 'いわ', 'ノーマル']","[65.6, 9.2, 7.7, 6.2, 4.6, 2.6, 2.1, 1.0, 0.5, 0.5]"
0052-000,9999,52,0,ニャース,,ニャース,"['でんじは', 'がむしゃら', 'こごえるかぜ', 'にほんばれ', 'イカサマ', 'ちょうはつ', 'ひっかく', 'なきごえ', 'つばめがえし', 'みだれひっかき']","[73.2, 62.0, 60.6, 57.7, 22.5, 18.3, 12.7, 12.7, 12.7, 12.7]","['むじゃき', 'おとなしい', 'いじっぱり', 'ようき', 'せっかち']","[47.5, 22.5, 12.5, 12.5, 5.0]","['テクニシャン', 'ものひろい']","[77.5, 22.5]",['きあいのタスキ'],[100.0],[],[]
0053-000,9999,53,0,ペルシアン,,ペルシアン,"['ねこだまし', 'とっておき', 'とんぼがえり', 'フェイント', 'ちょうはつ', 'かみつく', 'テラバースト', 'わるだくみ', 'はたきおとす', 'すりかえ']","[72.5, 32.6, 24.0, 20.4, 19.2, 15.3, 15.3, 13.1, 12.8, 12.1]","['いじっぱり', 'ようき', 'おくびょう', 'わんぱく', 'むじゃき', 'ひかえめ']","[42.4, 39.8, 7.6, 5.1, 4.2, 0.8]","['テクニシャン', 'じゅうなん', 'きんちょうかん']","[78.8, 20.3, 0.8]","['こだわりスカーフ', 'シルクのスカーフ', 'きあいのタスキ', 'いのちのたま', 'ノーマルジュエル', 'おうじゃのしるし', 'いかさまダイス', 'するどいツメ', 'こうかくレンズ', 'ちからのハチマキ']","[22.9, 15.3, 13.6, 12.7, 10.2, 7.6, 5.9, 4.2, 3.4, 1.7]","['ノーマル', 'あく']","[93.3, 6.7]"
0054-000,9999,54,0,コダック,,コダック,"['がむしゃら', 'しんくうは', 'あくび', 'ハイドロポンプ', 'アンコール', 'はたきおとす', 'クイックターン', 'こらえる', 'なみのり', 'れいとうビーム']","[68.0, 67.1, 49.1, 38.8, 25.0, 13.3, 11.5, 11.5, 10.8, 9.6]","['ひかえめ', 'むじゃき', 'おくびょう', 'やんちゃ', 'せっかち', 'れいせい', 'おっとり', 'いじっぱり', 'うっかりや', 'ずぶとい']","[31.1, 15.5, 13.2, 10.5, 8.8, 6.4, 5.7, 2.4, 2.0, 1.7]","['ノーてんき', 'すいすい', 'しめりけ']","[72.0, 19.3, 8.8]","['きあいのタスキ', 'こだわりメガネ', 'イバンのみ', 'いのちのたま', 'しんかのきせき', 'ひかりのこな', 'こだわりハチマキ', 'こだわりスカーフ', 'こうかくレンズ']","[79.0, 9.3, 7.9, 1.0, 1.0, 0.7, 0.3, 0.3, 0.3]","['みず', 'ノーマル', 'かくとう', 'じめん']","[68.0, 12.0, 12.0, 8.0]"
0055-000,9999,55,0,ゴルダック,,ゴルダック,"['ハイドロポンプ', 'れいとうビーム', 'サイコノイズ', 'テラバースト', 'アンコール', 'がむしゃら', 'かなしばり', 'なみのり', 'サイコキネシス', 'くさむすび']","[63.2, 45.6, 42.7, 40.2, 26.3, 16.8, 15.7, 15.5, 14.6, 9.9]","['ひかえめ', 'おくびょう', 'ずぶとい', 'おだやか', 'のんき', 'ようき', 'れいせい', 'いじっぱり', 'まじめ', 'ゆうかん']","[38.0, 24.8, 16.7, 9.2, 7.8, 1.4, 1.2, 0.3, 0.3, 0.3]","['ノーてんき', 'すいすい', 'しめりけ']","[74.6, 23.6, 1.7]","['イバンのみ', 'こだわりスカーフ', 'オボンのみ', 'きあいのタスキ', 'ゴツゴツメット', 'とつげきチョッキ', 'こだわりメガネ', 'たべのこし', 'からぶりほけん', 'でんきだま']","[17.1, 11.6, 11.6, 9.2, 7.5, 7.2, 6.1, 5.5, 5.5, 4.3]","['フェアリー', 'みず', 'エスパー', 'こおり', 'ほのお', 'はがね', 'ステラ', 'くさ', 'あく']","[45.3, 24.5, 17.0, 3.8, 1.9, 1.9, 1.9, 1.9, 1.9]"
0056-000,9999,56,0,マンキー,,マンキー,"['アクロバット', 'がんせきふうじ', 'インファイト', 'かわらわり', 'いやなおと', 'げきりん', 'じだんだ', 'いのちがけ']","[66.7, 66.7, 66.7, 66.7, 33.3, 33.3, 33.3, 33.3]",[],[],[],[],[],[],[],[]
0057-000,9999,57,0,オコリザル,,オコリザル,"['ふんどのこぶし', 'ドレインパンチ', 'ビルドアップ', 'ちょうはつ', 'アンコール', 'しんくうは', 'ステルスロック', 'かわらわり', 'れいとうパンチ', 'インファイト']","[83.8, 64.3, 42.0, 39.2, 33.5, 32.6, 15.9, 15.7, 8.8, 8.3]","['ようき', 'わんぱく', 'いじっぱり', 'ゆうかん', 'さみしがり']","[70.4, 14.5, 11.4, 3.4, 0.3]","['まけんき', 'いかりのつぼ', 'やるき']","[53.5, 23.9, 22.6]","['しんかのきせき', 'きあいのタスキ', 'こだわりスカーフ', 'カムラのみ']","[92.3, 5.1, 1.7, 1.0]","['ゴースト', 'はがね', 'みず', 'どく', 'あく', 'かくとう', 'くさ']","[42.5, 39.7, 5.5, 5.5, 4.1, 1.4, 1.4]"
0058-000,9999,58,0,ガーディ,,ガーディ,"['じゃれつく', 'ほえる', 'おにび', 'ニトロチャージ', 'テラバースト', 'インファイト', 'バークアウト', 'フレアドライブ', 'きしかいせい', 'あさのひざし']","[71.1, 57.8, 37.8, 35.6, 33.3, 31.1, 26.7, 24.4, 24.4, 22.2]","['いじっぱり', 'まじめ', 'わんぱく', 'ようき', 'ずぶとい', 'おとなしい']","[42.4, 24.2, 24.2, 3.0, 3.0, 3.0]","['いかく', 'もらいび']","[57.6, 42.4]","['しんかのきせき', 'きあいのタスキ']","[75.8, 24.2]","['ほのお', 'フェアリー']","[66.7, 33.3]"
0060-000,9999,60,0,ニョロモ,,ニョロモ,"['だいちのちから', 'ハイドロポンプ', 'がむしゃら', 'アンコール', 'さいみんじゅつ', 'はらだいこ', 'アクアブレイク', 'こごえるかぜ', 'みがわり', 'うずしお']","[66.7, 66.7, 66.7, 50.0, 33.3, 33.3, 16.7, 16.7, 16.7, 16.7]",['ようき'],[100.0],['ちょすい'],[100.0],"['きあいのタスキ', 'メンタルハーブ']","[66.7, 33.3]",[],[]
0061-000,9999,61,0,ニョロゾ,,ニョロゾ,"['はらだいこ', 'じしん', 'アクアブレイク', 'みがわり', 'アンコール', 'こごえるかぜ', 'まもる', 'てだすけ', 'あまごい', 'みずのはどう']","[73.4, 67.1, 67.1, 60.8, 24.1, 19.0, 19.0, 19.0, 7.6, 6.3]","['ようき', 'いじっぱり', 'おくびょう']","[92.6, 3.7, 3.7]","['ちょすい', 'すいすい']","[88.9, 11.1]","['カムラのみ', 'オボンのみ', 'しんかのきせき', 'きあいのタスキ']","[85.2, 7.4, 3.7, 3.7]",['じめん'],[100.0]
0062-000,9999,62,0,ニョロボン,,ニョロボン,"['ドレインパンチ', 'はらだいこ', 'さいみんじゅつ', 'アクアブレイク', 'バトンタッチ', 'たきのぼり', 'ビルドアップ', 'アンコール', 'れいとうパンチ', 'じしん']","[87.3, 75.9, 47.8, 37.3, 33.1, 26.9, 11.5, 11.1, 8.7, 8.4]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'やんちゃ', 'がんばりや', 'せっかち', 'ゆうかん', 'おだやか', 'のんき']","[31.5, 28.8, 24.8, 8.9, 3.0, 1.4, 0.5, 0.3, 0.2, 0.1]","['ちょすい', 'すいすい', 'しめりけ']","[63.3, 35.7, 1.0]","['からぶりほけん', 'オボンのみ', 'ラムのみ', 'とつげきチョッキ', 'エレキシード', 'きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'イバンのみ', 'ねばりのかぎづめ']","[46.1, 29.9, 5.2, 5.0, 2.4, 2.4, 1.1, 1.0, 0.9, 0.8]","['はがね', 'ほのお', 'じめん', 'みず', 'どく', 'エスパー', 'かくとう', 'でんき', 'あく', 'くさ']","[38.9, 29.3, 14.0, 6.7, 4.4, 2.0, 1.0, 0.9, 0.7, 0.6]"
0069-000,9999,69,0,マダツボミ,,マダツボミ,"['はたきおとす', 'ちからをすいとる', 'どくどく', 'にほんばれ', 'パワーウィップ', 'どくづき', 'つるぎのまい', 'たたきつける', 'はっぱカッター', 'アンコール']","[87.5, 62.5, 62.5, 50.0, 37.5, 37.5, 25.0, 12.5, 12.5, 12.5]",['おだやか'],[100.0],['ようりょくそ'],[100.0],['しんかのきせき'],[100.0],['ほのお'],[100.0]
0070-000,9999,70,0,ウツドン,,ウツドン,"['はたきおとす', 'ふいうち', 'ちからをすいとる', 'ねむりごな', 'どくどく', 'アンコール', 'まきつく', 'パワーウィップ', 'たたきつける', 'どくづき']","[86.1, 69.4, 69.4, 69.4, 16.7, 16.7, 16.7, 13.9, 13.9, 13.9]","['おとなしい', 'わんぱく']","[50.0, 50.0]",['ようりょくそ'],[100.0],['しんかのきせき'],[100.0],[],[]
0071-000,9999,71,0,ウツボット,,ウツボット,"['ソーラービーム', 'ウェザーボール', 'ヘドロばくだん', 'テラバースト', 'ちからをすいとる', 'ふいうち', 'ヘドロウェーブ', 'アンコール', 'どくづき', 'ねむりごな']","[60.8, 55.1, 35.6, 27.3, 25.5, 25.0, 21.2, 21.1, 19.0, 18.3]","['ひかえめ', 'おくびょう', 'いじっぱり', 'ようき', 'うっかりや', 'おだやか', 'せっかち', 'れいせい', 'おっとり', 'わんぱく']","[40.8, 24.7, 11.0, 6.2, 3.6, 3.2, 2.9, 1.3, 1.2, 1.1]","['ようりょくそ', 'くいしんぼう']","[91.4, 8.6]","['いのちのたま', 'きせきのタネ', 'きあいのタスキ', 'ラムのみ', 'フィラのみ', 'ウイのみ', 'こうかくレンズ', 'リュガのみ', 'ものしりメガネ', 'とつげきチョッキ']","[53.7, 7.1, 6.1, 4.1, 3.1, 3.1, 2.3, 2.1, 1.9, 1.8]","['ほのお', 'どく', 'くさ', 'あく', 'フェアリー', 'こおり', 'みず', 'いわ', 'じめん', 'ステラ']","[36.8, 15.5, 9.7, 8.4, 5.8, 5.8, 5.2, 5.2, 4.5, 3.2]"
0072-000,9999,72,0,メノクラゲ,,メノクラゲ,"['ヘドロウェーブ', 'ハイドロポンプ', 'どくづき', 'なみのり']","[100.0, 100.0, 100.0, 100.0]",[],[],[],[],[],[],[],[]
0073-000,9999,73,0,ドククラゲ,,ドククラゲ,"['はたきおとす', 'ミラーコート', 'クイックターン', 'どくどく', 'どくびし', 'アシッドボム', 'なみのり', 'ギガドレイン', 'ヘドロウェーブ', 'まもる']","[50.4, 37.7, 36.7, 33.0, 31.4, 26.6, 21.6, 17.8, 17.3, 13.6]","['おだやか', 'ずぶとい', 'しんちょう', 'わんぱく', 'いじっぱり', 'ひかえめ', 'おくびょう', 'ようき', 'のんき', 'なまいき']","[24.3, 23.7, 12.0, 8.8, 5.4, 5.2, 4.7, 4.5, 4.5, 3.1]","['ヘドロえき', 'クリアボディ', 'あめうけざら']","[79.2, 18.9, 1.9]","['くろいヘドロ', 'とつげきチョッキ', 'たべのこし', 'きあいのタスキ', 'オボンのみ', 'ゴツゴツメット', 'ふうせん', 'イバンのみ', 'レッドカード', 'じゃくてんほけん']","[27.7, 20.7, 20.4, 10.1, 9.7, 4.2, 2.5, 1.1, 0.9, 0.8]","['あく', 'くさ', 'どく', 'じめん', 'ノーマル', 'みず', 'フェアリー', 'ひこう', 'はがね', 'ほのお']","[46.5, 23.6, 9.2, 6.1, 5.1, 3.2, 2.5, 1.3, 1.0, 0.6]"
0074-000,9999,74,0,イシツブテ,,イシツブテ,"['じしん', 'だいばくはつ', 'まるくなる', 'すてみタックル', 'ストーンエッジ', 'ステルスロック', 'ころがる', 'ロックカット', 'じならし', 'かわらわり']","[78.6, 64.3, 57.1, 42.9, 42.9, 35.7, 21.4, 21.4, 21.4, 14.3]","['すなお', 'おだやか']","[50.0, 50.0]",['がんじょう'],[100.0],['きあいのタスキ'],[100.0],[],[]
0075-000,9999,75,0,ゴローン,,ゴローン,"['だいばくはつ', 'じしん', 'ストーンエッジ', 'ステルスロック', 'すてみタックル', 'テラバースト', 'ジャイロボール', 'ロックカット', 'ロックブラスト', 'いわなだれ']","[96.1, 84.3, 64.7, 58.8, 25.5, 17.6, 17.6, 13.7, 13.7, 2.0]","['さみしがり', 'やんちゃ', 'ゆうかん', 'いじっぱり']","[64.0, 16.0, 16.0, 4.0]","['がんじょう', 'いしあたま']","[92.0, 8.0]","['イバンのみ', 'こだわりハチマキ', 'じゃくてんほけん']","[84.0, 12.0, 4.0]",['ノーマル'],[100.0]
0076-000,9999,76,0,ゴローニャ,,ゴローニャ,"['じしん', 'だいばくはつ', 'ステルスロック', 'ロックブラスト', 'ヘビーボンバー', 'ストーンエッジ', 'ハードプレス', 'ロックカット', 'テラバースト', 'がんせきふうじ']","[98.0, 72.7, 54.8, 51.6, 29.6, 17.1, 13.9, 10.6, 9.6, 7.4]","['いじっぱり', 'ようき', 'ゆうかん', 'わんぱく', 'さみしがり', 'しんちょう', 'やんちゃ', 'おだやか', 'まじめ', 'ひかえめ']","[53.3, 17.3, 12.8, 4.9, 3.7, 3.6, 2.4, 0.8, 0.4, 0.4]","['がんじょう', 'すながくれ']","[99.6, 0.4]","['イバンのみ', 'じゃくてんほけん', 'ノーマルジュエル', 'でんきだま', 'こだわりハチマキ', 'いかさまダイス', 'ゴツゴツメット', 'とつげきチョッキ', 'カムラのみ', 'やわらかいすな']","[54.7, 12.9, 6.7, 4.3, 3.4, 2.7, 2.3, 2.0, 1.9, 1.7]","['ノーマル', 'ゴースト', 'じめん', 'くさ', 'フェアリー', 'はがね', 'みず', 'ステラ', 'こおり', 'いわ']","[29.9, 19.6, 18.6, 15.5, 6.2, 4.1, 3.1, 1.0, 1.0, 1.0]"
0079-000,9999,79,0,ヤドン,,ヤドン,"['なまける', 'あくび', 'イカサマ', 'トリックルーム', 'のろい', 'まもる', 'ひやみず', 'トリック', 'でんじは', 'ひかりのかべ']","[57.2, 56.8, 47.5, 46.6, 44.1, 41.5, 41.1, 40.7, 8.5, 6.8]","['のんき', 'なまいき', 'ずぶとい', 'きまぐれ', 'おだやか', 'しんちょう', 'わんぱく']","[45.2, 37.3, 6.3, 5.6, 2.4, 1.6, 1.6]","['どんかん', 'さいせいりょく', 'マイペース']","[57.9, 40.5, 1.6]","['しんかのきせき', 'こうこうのしっぽ', 'きあいのタスキ']","[61.1, 38.1, 0.8]","['ゴースト', 'ノーマル', 'フェアリー']","[67.6, 26.5, 5.9]"
0080-000,9999,80,0,ヤドラン,,ヤドラン,"['なまける', 'ねっとう', 'てっぺき', 'サイコキネシス', 'ボディプレス', 'トリックルーム', 'あくび', 'なみのり', 'サイコノイズ', 'アシストパワー']","[62.9, 46.4, 34.3, 29.1, 26.8, 25.9, 24.0, 18.8, 16.2, 12.9]","['ずぶとい', 'ひかえめ', 'のんき', 'れいせい', 'おだやか', 'わんぱく', 'なまいき', 'きまぐれ', 'ゆうかん', 'てれや']","[65.0, 12.3, 9.8, 6.3, 2.1, 1.9, 1.5, 0.3, 0.3, 0.1]","['さいせいりょく', 'どんかん', 'マイペース']","[77.5, 21.4, 1.1]","['ゴツゴツメット', 'こだわりメガネ', 'たべのこし', 'おんみつマント', 'オボンのみ', 'いのちのたま', 'かえんだま', 'きあいのタスキ', 'ばんのうがさ', 'ソクノのみ']","[61.7, 8.3, 8.1, 5.7, 3.2, 1.6, 1.4, 1.4, 1.2, 1.0]","['フェアリー', 'じめん', 'ほのお', 'ドラゴン', 'みず', 'どく', 'ノーマル', 'くさ', 'かくとう', 'はがね']","[41.2, 7.8, 7.5, 7.1, 7.1, 6.0, 5.5, 5.1, 4.8, 2.3]"
0081-000,9999,81,0,コイル,,コイル,"['ラスターカノン', 'テラバースト', '１０まんボルト', 'ひかりのかべ', 'でんじは', 'ほうでん', 'エレキネット', 'ちょうおんぱ', 'スパーク', 'ロックオン']","[68.4, 64.6, 49.4, 43.0, 39.2, 27.8, 24.1, 21.5, 21.5, 7.6]","['おっとり', 'ようき', 'おくびょう', 'れいせい', 'おだやか']","[61.1, 13.9, 11.1, 8.3, 5.6]",['がんじょう'],[100.0],"['イバンのみ', 'こだわりスカーフ', 'たつじんのおび', 'こだわりメガネ', 'しめったいわ']","[61.1, 13.9, 11.1, 8.3, 5.6]","['いわ', 'ゴースト']","[87.5, 12.5]"
0082-000,9999,82,0,レアコイル,,レアコイル,"['ラスターカノン', 'テラバースト', 'ボルトチェンジ', '１０まんボルト', 'でんじは', 'てっていこうせん', 'ほうでん', 'ひかりのかべ', 'リフレクター', 'かいでんぱ']","[83.0, 60.1, 58.4, 54.0, 36.8, 24.6, 22.8, 15.6, 13.1, 6.9]","['おくびょう', 'ひかえめ', 'おだやか', 'のんき', 'ずぶとい', 'れいせい', 'せっかち', 'なまいき', 'しんちょう', 'いじっぱり']","[45.6, 24.0, 19.2, 4.5, 2.8, 1.5, 0.7, 0.6, 0.4, 0.4]","['がんじょう', 'アナライズ']","[74.7, 25.3]","['しんかのきせき', 'こだわりスカーフ', 'じゃくてんほけん', 'ひかりのねんど', 'こだわりメガネ', 'あつぞこブーツ', 'ヤタピのみ', 'イバンのみ', 'あついいわ', 'カムラのみ']","[36.6, 22.1, 14.3, 11.3, 3.2, 2.4, 2.3, 2.1, 1.7, 1.3]","['こおり', 'ゴースト', 'みず', 'ひこう', 'でんき', 'くさ', 'じめん', 'フェアリー']","[27.3, 23.9, 12.5, 11.4, 8.0, 8.0, 4.5, 4.5]"
0084-000,9999,84,0,ドードー,,ドードー,"['あばれる', 'でんこうせっか', 'はたきおとす', 'ブレイブバード', 'がむしゃら', 'ドリルくちばし', 'つるぎのまい']","[100.0, 91.9, 59.5, 59.5, 40.5, 40.5, 8.1]","['ずぶとい', 'いじっぱり']","[56.3, 43.8]","['にげあし', 'ちどりあし']","[56.3, 43.8]","['こだわりハチマキ', 'きあいのタスキ', 'ひかりのねんど']","[43.8, 37.5, 18.8]",[],[]
0085-000,9999,85,0,ドードリオ,,ドードリオ,"['でんこうせっか', 'ドリルくちばし', 'がむしゃら', 'はたきおとす', 'つるぎのまい', 'ドリルライナー', 'あばれる', 'のしかかり', 'ブレイブバード', 'アクロバット']","[67.8, 55.3, 40.1, 38.6, 30.5, 27.4, 24.7, 17.7, 17.5, 15.1]","['いじっぱり', 'ようき', 'さみしがり', 'せっかち', 'ずぶとい', 'がんばりや', 'まじめ', 'ゆうかん', 'むじゃき']","[42.5, 42.0, 8.1, 1.8, 1.8, 1.3, 0.9, 0.9, 0.9]","['はやおき', 'ちどりあし', 'にげあし']","[76.6, 19.5, 3.9]","['きあいのタスキ', 'パワフルハーブ', 'こだわりスカーフ', 'ひかりのこな', 'フィラのみ', 'オボンのみ', 'カムラのみ', 'いのちのたま', 'チイラのみ']","[74.2, 8.4, 7.7, 5.7, 2.2, 1.1, 0.2, 0.2, 0.2]","['ひこう', 'じめん', 'ノーマル', 'ゴースト', 'いわ']","[41.5, 24.4, 17.1, 14.6, 2.4]"
0086-000,9999,86,0,パウワウ,,パウワウ,"['ねむる', 'うずしお', 'あまえる', 'テラバースト', 'ほろびのうた', 'つのドリル', 'アクアテール', 'しんぴのまもり', 'ゆきげしき', 'れいとうビーム']","[84.6, 84.6, 46.2, 46.2, 38.5, 38.5, 15.4, 15.4, 15.4, 15.4]",['ずぶとい'],[100.0],"['あついしぼう', 'うるおいボディ']","[50.0, 50.0]",['しんかのきせき'],[100.0],['フェアリー'],[100.0]
0087-000,9999,87,0,ジュゴン,,ジュゴン,"['ぜったいれいど', 'アンコール', 'つのドリル', 'ねむる', 'クイックターン', 'うずしお', 'ねごと', 'みがわり', 'ほろびのうた', 'たくわえる']","[63.3, 39.1, 37.9, 33.1, 25.4, 23.1, 22.8, 20.4, 16.5, 11.8]","['ずぶとい', 'わんぱく', 'おだやか', 'いじっぱり', 'ようき', 'しんちょう', 'のんき', 'おくびょう', 'なまいき', 'すなお']","[36.6, 16.3, 9.4, 8.5, 8.0, 7.3, 6.8, 5.0, 1.2, 0.7]","['あついしぼう', 'うるおいボディ', 'アイスボディ']","[90.6, 8.7, 0.7]","['たべのこし', 'とつげきチョッキ', 'オボンのみ', 'せんせいのツメ', 'きあいのタスキ', 'カゴのみ', 'ラムのみ', 'いかさまダイス', 'しめったいわ', 'いのちのたま']","[46.7, 9.9, 6.6, 6.1, 4.2, 4.2, 4.0, 4.0, 3.3, 1.7]","['フェアリー', 'どく', 'ゴースト', 'みず', 'くさ', 'ドラゴン', 'かくとう', 'じめん', 'ノーマル']","[52.2, 22.2, 11.1, 4.4, 3.3, 2.2, 2.2, 1.1, 1.1]"
0088-000,9999,88,0,ベトベター,,ベトベター,"['ちいさくなる', 'とける', 'どくどく', 'ねむる', 'いたみわけ', 'マッドショット', 'ヘドロこうげき', 'かなしばり', 'ダストシュート', 'おきみやげ']","[94.1, 76.5, 76.5, 41.2, 29.4, 23.5, 23.5, 17.6, 5.9, 5.9]",['のんき'],[100.0],['ねんちゃく'],[100.0],['しんかのきせき'],[100.0],['ノーマル'],[100.0]
0089-000,9999,89,0,ベトベトン,,ベトベトン,"['ちいさくなる', 'ドレインパンチ', 'どくどく', 'かげうち', 'はたきおとす', 'ダストシュート', 'のろい', 'どくづき', 'ほのおのパンチ', 'みがわり']","[60.0, 39.0, 38.8, 36.4, 26.2, 24.3, 24.0, 20.8, 20.6, 17.5]","['いじっぱり', 'わんぱく', 'しんちょう', 'おだやか', 'なまいき', 'ようき', 'ずぶとい', 'がんばりや', 'さみしがり', 'のんき']","[32.2, 22.0, 19.9, 12.0, 4.5, 4.2, 1.6, 1.1, 0.7, 0.6]","['ねんちゃく', 'どくしゅ', 'あくしゅう']","[50.8, 47.5, 1.7]","['くろいヘドロ', 'とつげきチョッキ', 'たべのこし', 'ひかりのこな', 'ふうせん', 'でんきだま', 'オボンのみ', 'いのちのたま', 'せんせいのツメ', 'レッドカード']","[34.7, 27.1, 24.3, 2.6, 2.5, 2.2, 2.0, 1.6, 1.0, 1.0]","['ゴースト', 'あく', 'かくとう', 'ひこう', 'どく', 'くさ', 'ノーマル', 'ドラゴン', 'みず', 'むし']","[26.2, 26.2, 9.3, 9.3, 7.5, 5.6, 4.7, 4.7, 1.9, 1.9]"
0090-000,9999,90,0,シェルダー,,シェルダー,"['てっぺき', 'ひやみず', 'うずしお', 'ねむる', 'こおりのつぶて', 'みずでっぽう', 'からにこもる', 'たいあたり', 'れいとうビーム', 'ハイドロポンプ']","[72.7, 54.5, 54.5, 40.9, 40.9, 22.7, 22.7, 22.7, 22.7, 22.7]",[],[],[],[],[],[],[],[]
