,rank,id,form_id,name,form,alias,move,move_rate,nature,nature_rate,ability,ability_rate,item,item_rate,terastal,terastal_rate
0758-000,126,758,0,エンニュート,,エンニュート,"['どくどく', 'アンコール', 'かえんほうしゃ', 'がむしゃら', 'オーバーヒート', 'どくびし', 'みがわり', 'ヘドロばくだん', 'かなしばり', 'ねこだまし']","[76.2, 64.5, 59.7, 37.7, 25.0, 20.5, 14.1, 13.4, 9.7, 8.5]","['おくびょう', 'ひかえめ', 'むじゃき', 'ようき', 'せっかち', 'うっかりや', 'ずぶとい', 'わんぱく', 'おっとり', 'いじっぱり']","[86.5, 6.4, 2.7, 2.6, 0.7, 0.5, 0.3, 0.2, 0.1, 0.0]","['ふしょく', 'どんかん']","[84.8, 15.2]","['きあいのタスキ', 'くろいヘドロ', 'いのちのたま', 'ふうせん', 'だっしゅつパック', 'たべのこし', 'こだわりメガネ', 'ものまねハーブ', 'もくたん', 'こうかくレンズ']","[71.9, 7.9, 6.5, 4.0, 3.8, 2.8, 1.1, 0.7, 0.3, 0.3]","['ほのお', 'ゴースト', 'ひこう', 'こおり', 'ステラ', 'あく', 'くさ', 'かくとう', 'フェアリー', 'どく']","[24.2, 17.7, 14.8, 10.3, 7.4, 4.8, 4.5, 4.2, 3.9, 2.9]"
0143-000,127,143,0,カビゴン,,カビゴン,"['じしん', 'のしかかり', 'じわれ', 'あくび', 'ヘビーボンバー', 'リサイクル', 'のろい', 'ヒートスタンプ', 'アームハンマー', 'れいとうパンチ']","[36.3, 32.6, 29.2, 28.0, 27.9, 24.3, 23.9, 22.6, 22.3, 20.7]","['しんちょう', 'いじっぱり', 'わんぱく', 'ゆうかん', 'なまいき', 'のんき', 'おとなしい', 'ようき', 'まじめ', 'おくびょう']","[38.6, 27.9, 20.5, 6.0, 2.8, 1.7, 1.4, 0.4, 0.1, 0.1]","['あついしぼう', 'くいしんぼう', 'めんえき']","[61.8, 24.6, 13.6]","['とつげきチョッキ', 'たべのこし', 'フィラのみ', 'オボンのみ', 'バンジのみ', 'カゴのみ', 'ラムのみ', 'こだわりハチマキ', 'イバンのみ', 'イアのみ']","[28.8, 25.0, 20.9, 7.7, 3.7, 3.4, 2.0, 1.6, 1.3, 1.0]","['ゴースト', 'フェアリー', 'どく', 'でんき', 'ほのお', 'じめん', 'ひこう', 'くさ', 'ノーマル', 'かくとう']","[44.6, 16.1, 10.3, 9.1, 5.2, 3.8, 3.6, 2.1, 1.9, 0.8]"
0763-000,128,763,0,アマージョ,,アマージョ,"['トリプルアクセル', 'とびひざげり', 'パワーウィップ', 'はたきおとす', 'トロピカルキック', 'テラバースト', 'じゃれつく', 'こうそくスピン', 'くさわけ', 'とんぼがえり']","[78.1, 78.0, 63.9, 47.3, 22.9, 20.2, 15.7, 13.3, 11.6, 8.2]","['いじっぱり', 'ようき', 'わんぱく', 'しんちょう', 'きまぐれ', 'せっかち', 'おくびょう', 'てれや', 'ずぶとい', 'さみしがり']","[71.7, 23.0, 3.0, 1.2, 0.5, 0.3, 0.1, 0.1, 0.1, 0.0]","['じょおうのいげん', 'スイートベール', 'リーフガード']","[99.0, 0.8, 0.3]","['とつげきチョッキ', 'こうかくレンズ', 'いのちのたま', 'こだわりスカーフ', 'いかさまダイス', 'きあいのタスキ', 'こだわりハチマキ', 'イバンのみ', 'チイラのみ', 'カムラのみ']","[38.3, 24.9, 8.0, 6.0, 5.3, 4.2, 2.1, 2.0, 1.2, 1.1]","['ほのお', 'フェアリー', 'いわ', 'かくとう', 'みず', 'こおり', 'ステラ', 'あく', 'ノーマル', 'はがね']","[27.5, 22.9, 10.4, 8.1, 5.4, 5.0, 4.0, 4.0, 3.8, 2.8]"
0135-000,130,135,0,サンダース,,サンダース,"['テラバースト', '１０まんボルト', 'ボルトチェンジ', 'シャドーボール', 'みわくのボイス', 'めいそう', 'ほうでん', 'でんじは', 'あくび', 'まもる']","[75.0, 69.9, 64.1, 47.1, 33.2, 16.1, 15.9, 12.3, 8.4, 7.1]","['おくびょう', 'ひかえめ', 'せっかち', 'むじゃき', 'ずぶとい', 'がんばりや', 'おっとり', 'ようき', 'まじめ', 'うっかりや']","[70.3, 26.4, 0.9, 0.7, 0.5, 0.3, 0.2, 0.2, 0.2, 0.2]","['ちくでん', 'はやあし']","[84.3, 15.7]","['こだわりメガネ', 'いのちのたま', 'かえんだま', 'きあいのタスキ', 'ふうせん', 'ひかりのこな', 'たつじんのおび', 'ひかりのねんど', 'とつげきチョッキ', 'じしゃく']","[40.0, 17.0, 10.7, 8.5, 5.0, 2.8, 2.6, 2.0, 1.9, 1.4]","['こおり', 'かくとう', 'フェアリー', 'ひこう', 'ほのお', 'みず', 'じめん', 'でんき', 'ゴースト', 'ドラゴン']","[47.4, 23.8, 5.9, 5.8, 5.6, 5.1, 2.4, 2.3, 0.9, 0.2]"
0849-000,131,849,0,ストリンダー,ハイなすがた,ストリンダー(ハイ),"['ばくおんぱ', 'オーバードライブ', 'ほっぺすりすり', 'ギアチェンジ', 'たたりめ', 'サイコノイズ', 'ボルトチェンジ', 'アシッドボム', 'ヘドロばくだん', 'ドレインパンチ']","[95.0, 89.8, 51.8, 21.8, 21.1, 18.2, 18.1, 12.9, 11.0, 10.6]","['ひかえめ', 'おくびょう', 'おだやか', 'れいせい', 'うっかりや', 'むじゃき', 'のんき', 'せっかち', 'やんちゃ', 'いじっぱり']","[78.4, 9.0, 3.1, 1.4, 1.3, 1.1, 1.1, 1.1, 1.0, 0.6]","['パンクロック', 'テクニシャン', 'プラス']","[98.3, 1.1, 0.6]","['とつげきチョッキ', 'のどスプレー', 'ふうせん', 'こだわりメガネ', 'きあいのタスキ', 'こだわりスカーフ', 'いのちのたま', 'おんみつマント', 'シルクのスカーフ', 'ノーマルジュエル']","[28.6, 21.7, 16.7, 8.9, 8.6, 8.1, 2.3, 1.7, 1.0, 0.6]","['ノーマル', 'ひこう', 'じめん', 'でんき', 'あく', 'ゴースト', 'かくとう', 'みず', 'くさ', 'こおり']","[88.5, 4.9, 2.8, 1.8, 0.6, 0.4, 0.4, 0.3, 0.2, 0.1]"
0743-000,132,743,0,アブリボン,,アブリボン,"['ムーンフォース', 'ねばねばネット', 'ちょうのまい', 'テラバースト', 'すりかえ', 'とびつく', 'みがわり', 'バトンタッチ', 'むしのさざめき', 'サイコノイズ']","[78.6, 61.9, 41.9, 29.7, 26.3, 21.7, 13.2, 13.0, 12.1, 12.1]","['おくびょう', 'ひかえめ', 'むじゃき', 'ずぶとい', 'ようき', 'せっかち', 'おだやか', 'やんちゃ', 'ゆうかん', 'がんばりや']","[79.4, 10.7, 3.4, 2.6, 2.0, 0.9, 0.6, 0.2, 0.2, 0.1]","['りんぷん', 'スイートベール', 'みつあつめ']","[68.1, 31.1, 0.7]","['きあいのタスキ', 'こだわりメガネ', 'こだわりスカーフ', 'ひかりのこな', 'たべのこし', 'ひかりのねんど', 'オボンのみ', 'かえんだま', 'ゴツゴツメット', 'レッドカード']","[52.8, 12.3, 11.7, 6.1, 2.4, 2.3, 2.1, 1.9, 1.7, 1.0]","['じめん', 'ほのお', 'フェアリー', 'ゴースト', 'はがね', 'みず', 'こおり', 'かくとう', 'でんき', 'むし']","[37.8, 30.3, 8.7, 7.3, 5.3, 4.4, 1.5, 1.2, 1.2, 0.7]"
0764-000,133,764,0,キュワワー,,キュワワー,"['ドレインキッス', 'めいそう', 'こうごうせい', 'やどりぎのタネ', 'ギガドレイン', 'テラバースト', 'あまえる', 'アンコール', 'トリック', 'アシストパワー']","[98.7, 82.7, 53.6, 50.1, 23.1, 16.6, 12.1, 11.1, 10.2, 7.8]","['ずぶとい', 'ひかえめ', 'おだやか', 'おくびょう', 'れいせい', 'ようき', 'おっとり', 'てれや', 'がんばりや', 'うっかりや']","[43.4, 39.0, 9.5, 2.4, 1.7, 1.4, 0.8, 0.8, 0.5, 0.2]","['ヒーリングシフト', 'フラワーベール', 'しぜんかいふく']","[99.2, 0.7, 0.1]","['おおきなねっこ', 'アッキのみ', 'こだわりメガネ', 'いのちのたま', 'たべのこし', 'ゴツゴツメット', 'メトロノーム', 'おんみつマント', 'リュガのみ', 'ようせいのハネ']","[27.3, 18.1, 14.8, 5.7, 5.4, 5.1, 4.6, 4.1, 2.2, 1.8]","['フェアリー', 'みず', 'はがね', 'ほのお', 'じめん', 'どく', 'くさ', 'ひこう', 'あく', 'かくとう']","[54.0, 11.0, 10.1, 9.2, 6.5, 4.9, 2.9, 0.7, 0.2, 0.2]"
0628-001,134,628,1,ウォーグル,ヒスイのすがた,ウォーグル(ヒスイ),"['オーラウイング', 'しんくうは', 'エアスラッシュ', 'めいそう', 'はねやすめ', 'ぼうふう', 'ねっぷう', 'サイコノイズ', 'マジカルシャイン', 'とんぼがえり']","[88.7, 42.6, 41.9, 25.2, 24.5, 23.9, 19.0, 19.0, 17.9, 16.5]","['ひかえめ', 'おくびょう', 'れいせい', 'ずぶとい', 'おだやか', 'おっとり', 'すなお', 'ようき', 'うっかりや', 'まじめ']","[67.8, 10.6, 8.3, 4.7, 4.0, 3.4, 0.5, 0.4, 0.2, 0.1]","['いろめがね', 'ちからずく', 'するどいめ']","[89.5, 10.1, 0.3]","['こだわりメガネ', 'いのちのたま', 'ピントレンズ', 'とつげきチョッキ', 'アッキのみ', 'まがったスプーン', 'おんみつマント', 'ラムのみ', 'たべのこし', 'オボンのみ']","[33.7, 15.0, 10.3, 7.3, 5.1, 3.1, 3.1, 2.9, 2.9, 2.7]","['エスパー', 'はがね', 'かくとう', 'ノーマル', 'フェアリー', 'あく', 'でんき', 'ひこう', 'みず', 'ステラ']","[49.5, 13.7, 9.8, 8.8, 4.8, 2.7, 2.4, 1.9, 1.8, 1.6]"
0199-001,135,199,1,ヤドキング,ガラルのすがた,ヤドキング(ガラル),"['さむいギャグ', 'ヘドロばくだん', 'かえんほうしゃ', 'サイコノイズ', 'あくび', 'みらいよち', 'どくびし', 'なまける', 'ぶきみなじゅもん', 'アシッドボム']","[44.0, 35.7, 31.6, 31.1, 28.8, 25.6, 25.2, 23.1, 18.7, 15.0]","['おだやか', 'ひかえめ', 'なまいき', 'ずぶとい', 'のんき', 'れいせい', 'のうてんき', 'すなお', 'いじっぱり', 'うっかりや']","[36.7, 21.5, 21.2, 12.0, 5.8, 1.6, 0.3, 0.2, 0.2, 0.1]","['さいせいりょく', 'マイペース', 'きみょうなくすり']","[99.1, 0.5, 0.4]","['くろいヘドロ', 'とつげきチョッキ', 'たべのこし', 'おんみつマント', 'オボンのみ', 'つめたいいわ', 'ゴツゴツメット', 'メンタルハーブ', 'こだわりメガネ', 'フィラのみ']","[27.6, 25.4, 14.5, 9.2, 7.8, 4.1, 3.8, 0.9, 0.9, 0.8]","['ノーマル', 'ひこう', 'あく', 'くさ', 'フェアリー', 'みず', 'どく', 'エスパー', 'こおり', 'ほのお']","[25.1, 16.8, 15.3, 15.1, 7.6, 6.0, 5.5, 1.1, 1.1, 1.1]"
0579-000,136,579,0,ランクルス,,ランクルス,"['サイコノイズ', 'じこさいせい', 'めいそう', 'トリックルーム', 'テラバースト', 'きあいだま', 'シャドーボール', 'サイコキネシス', 'サイコショック', 'くさむすび']","[56.5, 54.5, 37.2, 36.7, 36.7, 30.1, 24.3, 23.3, 19.9, 11.4]","['ひかえめ', 'れいせい', 'ずぶとい', 'おだやか', 'のんき', 'なまいき', 'ゆうかん', 'おくびょう', 'わんぱく', 'むじゃき']","[42.7, 26.9, 18.9, 5.7, 3.8, 1.6, 0.2, 0.1, 0.0, 0.0]","['マジックガード', 'さいせいりょく', 'ぼうじん']","[89.3, 10.0, 0.7]","['いのちのたま', 'かえんだま', 'きあいのタスキ', 'とつげきチョッキ', 'たべのこし', 'アッキのみ', 'おんみつマント', 'オボンのみ', 'どくどくだま', 'まがったスプーン']","[42.3, 13.7, 9.8, 5.7, 3.3, 3.2, 2.6, 2.6, 2.3, 2.2]","['かくとう', 'フェアリー', 'エスパー', 'ノーマル', 'ひこう', 'じめん', 'みず', 'はがね', 'あく', 'くさ']","[24.2, 20.5, 13.5, 9.1, 7.9, 7.4, 5.7, 4.2, 2.4, 1.2]"
0302-000,137,302,0,ヤミラミ,,ヤミラミ,"['アンコール', 'イカサマ', 'おにび', 'ひかりのかべ', 'リフレクター', 'じこさいせい', 'はたきおとす', 'かなしばり', 'メタルバースト', 'でんじは']","[75.2, 59.7, 49.6, 31.2, 30.2, 29.5, 20.7, 16.1, 11.1, 10.4]","['ずぶとい', 'わんぱく', 'おだやか', 'いじっぱり', 'のんき', 'しんちょう', 'ゆうかん', 'なまいき', 'ようき', 'せっかち']","[30.3, 29.0, 8.8, 8.4, 8.1, 6.4, 2.8, 1.5, 1.3, 0.8]","['いたずらごころ', 'するどいめ', 'あとだし']","[99.7, 0.2, 0.1]","['ひかりのねんど', 'たべのこし', 'ゴツゴツメット', 'きあいのタスキ', 'だっしゅつボタン', 'こうこうのしっぽ', 'こうかくレンズ', 'レッドカード', 'オボンのみ', 'こだわりスカーフ']","[31.3, 18.1, 12.3, 12.2, 6.1, 5.7, 4.3, 3.2, 2.8, 0.9]","['はがね', 'フェアリー', 'あく', 'ノーマル', 'どく', 'くさ', 'じめん', 'みず', 'ひこう', 'ゴースト']","[32.9, 18.3, 18.3, 12.2, 9.8, 2.4, 2.4, 1.2, 1.2, 1.2]"
0230-000,138,230,0,キングドラ,,キングドラ,"['りゅうせいぐん', 'ウェザーボール', 'ハイドロポンプ', 'ぼうふう', 'れいとうビーム', 'なみのり', 'ラスターカノン', 'クイックターン', 'りゅうのはどう', 'きあいだめ']","[80.5, 69.6, 52.6, 44.9, 30.9, 23.7, 18.3, 15.2, 11.4, 9.5]","['ひかえめ', 'おくびょう', 'ずぶとい', 'まじめ', 'いじっぱり', 'がんばりや', 'うっかりや', 'のうてんき', 'ようき', 'おとなしい']","[75.1, 15.5, 4.1, 1.7, 1.1, 0.8, 0.6, 0.4, 0.3, 0.1]","['すいすい', 'スナイパー', 'しめりけ']","[87.5, 12.4, 0.0]","['こだわりメガネ', 'いのちのたま', 'ピントレンズ', 'しめったいわ', 'しんぴのしずく', 'するどいツメ', 'たつじんのおび', 'とつげきチョッキ', 'ラムのみ', 'いかさまダイス']","[42.3, 25.7, 10.8, 6.4, 5.8, 2.1, 1.8, 1.4, 1.0, 0.5]","['みず', 'ステラ', 'はがね', 'フェアリー', 'ゴースト', 'ほのお', 'じめん', 'ドラゴン', 'ひこう', 'どく']","[70.4, 13.5, 8.1, 1.6, 1.5, 1.2, 0.8, 0.8, 0.5, 0.5]"
0549-001,139,549,1,ドレディア,ヒスイのすがた,ドレディア(ヒスイ),"['しょうりのまい', 'トリプルアクセル', 'インファイト', 'リーフブレード', 'かかとおとし', 'テラバースト', 'ねむりごな', 'アイススピナー', 'ソーラーブレード', 'タネマシンガン']","[69.9, 62.7, 48.6, 36.1, 35.3, 32.6, 28.0, 19.0, 16.8, 14.7]","['いじっぱり', 'ようき', 'わんぱく', 'やんちゃ', 'ゆうかん', 'むじゃき', 'てれや', 'しんちょう', 'せっかち', 'ずぶとい']","[49.7, 46.6, 1.5, 0.8, 0.4, 0.2, 0.1, 0.1, 0.1, 0.1]","['ようりょくそ', 'はりきり', 'リーフガード']","[58.1, 39.9, 2.0]","['こうかくレンズ', 'いのちのたま', 'いかさまダイス', 'きあいのタスキ', 'こだわりハチマキ', 'オボンのみ', 'ものまねハーブ', 'ラムのみ', 'たべのこし', 'ジャポのみ']","[40.4, 22.2, 13.5, 8.5, 3.6, 2.3, 1.6, 1.2, 1.0, 0.9]","['ゴースト', 'はがね', 'ほのお', 'くさ', 'じめん', 'いわ', 'ステラ', 'あく', 'かくとう', 'フェアリー']","[30.1, 30.1, 16.3, 6.0, 4.7, 2.4, 1.8, 1.6, 1.6, 1.5]"
0713-000,140,713,0,クレベース,,クレベース,"['ボディプレス', 'じこさいせい', 'てっぺき', 'つららばり', 'ミラーコート', 'じしん', 'ゆきなだれ', 'ジャイロボール', 'つららおとし', 'アイススピナー']","[86.9, 80.9, 67.4, 36.2, 31.6, 22.6, 21.4, 12.9, 11.1, 8.3]","['わんぱく', 'のんき', 'ゆうかん', 'なまいき', 'いじっぱり', 'やんちゃ', 'しんちょう', 'ずぶとい', 'のうてんき']","[62.3, 14.9, 10.7, 5.5, 3.6, 1.0, 1.0, 0.9, 0.2]","['がんじょう', 'マイペース', 'アイスボディ']","[88.9, 7.8, 3.4]","['あつぞこブーツ', 'ゴツゴツメット', 'イバンのみ', 'いかさまダイス', 'フィラのみ', 'オボンのみ', 'たべのこし', 'ラムのみ', 'ウイのみ', 'おんみつマント']","[30.6, 30.2, 11.8, 10.6, 5.9, 3.4, 2.3, 1.0, 1.0, 1.0]","['かくとう', 'みず', 'ゴースト', 'どく', 'フェアリー', 'じめん', 'はがね', 'ノーマル', 'ほのお', 'ひこう']","[29.1, 23.0, 19.7, 7.2, 6.5, 3.4, 2.7, 2.2, 2.0, 1.6]"
0745-002,141,745,2,ルガルガン,たそがれのすがた,ルガルガン(たそがれ),"['アクセルロック', 'インファイト', 'じゃれつく', 'ドリルライナー', 'ステルスロック', 'アイアンヘッド', 'かみくだく', 'ちょうはつ', 'ふいうち', 'サイコファング']","[91.4, 72.7, 36.2, 29.0, 23.2, 21.2, 18.4, 15.5, 15.2, 12.0]","['ようき', 'いじっぱり', 'せっかち', 'すなお', 'むじゃき', 'やんちゃ', 'てれや', 'さみしがり', 'れいせい', 'ゆうかん']","[50.7, 38.2, 7.6, 1.3, 1.1, 0.6, 0.3, 0.1, 0.0, 0.0]",['かたいツメ'],[100.0],"['きあいのタスキ', 'いのちのたま', 'こだわりハチマキ', 'メトロノーム', 'こだわりスカーフ', 'たつじんのおび', 'とつげきチョッキ', 'ぼうごパット', 'いかさまダイス', 'カムラのみ']","[59.7, 24.1, 8.8, 2.4, 1.7, 0.5, 0.5, 0.4, 0.4, 0.3]","['かくとう', 'ステラ', 'いわ', 'フェアリー', 'ゴースト', 'こおり', 'ひこう', 'あく', 'くさ', 'じめん']","[42.0, 27.0, 9.3, 6.9, 4.5, 2.9, 2.2, 1.8, 1.1, 1.0]"
0671-000,142,671,0,フラージェス,,フラージェス,"['ムーンフォース', 'めいそう', 'こうごうせい', 'ギガドレイン', 'サイコノイズ', 'テラバースト', 'アシストパワー', 'ドレインキッス', 'スキルスワップ', 'トリック']","[85.4, 74.6, 54.1, 37.0, 23.1, 22.9, 16.7, 14.5, 13.7, 11.1]","['おだやか', 'ひかえめ', 'ずぶとい', 'おくびょう', 'うっかりや', 'なまいき', 'すなお', 'まじめ', 'おとなしい']","[47.9, 28.6, 19.0, 3.8, 0.3, 0.2, 0.0, 0.0, 0.0]","['フラワーベール', 'きょうせい']","[97.6, 2.4]","['たべのこし', 'おんみつマント', 'とつげきチョッキ', 'こだわりメガネ', 'オボンのみ', 'こだわりスカーフ', 'アッキのみ', 'リリバのみ', 'ウイのみ', 'ラムのみ']","[30.7, 20.7, 14.3, 9.5, 6.3, 4.3, 2.7, 1.8, 1.7, 1.2]","['くさ', 'ほのお', 'じめん', 'みず', 'でんき', 'はがね', 'かくとう', 'いわ', 'フェアリー', 'ノーマル']","[73.6, 11.3, 7.3, 3.5, 1.3, 1.0, 0.8, 0.4, 0.4, 0.2]"
0663-000,143,663,0,ファイアロー,,ファイアロー,"['フレアドライブ', 'ブレイブバード', 'はねやすめ', 'とんぼがえり', 'ちょうはつ', 'おにび', 'ダブルウイング', 'おいかぜ', 'ほのおのうず', 'アクロバット']","[56.5, 50.1, 37.7, 34.5, 31.5, 29.0, 25.8, 20.3, 12.7, 12.4]","['いじっぱり', 'ようき', 'ひかえめ', 'おくびょう', 'ずぶとい', 'わんぱく', 'うっかりや', 'むじゃき', 'さみしがり', 'しんちょう']","[34.5, 24.5, 12.0, 11.7, 8.8, 3.6, 1.3, 1.2, 0.8, 0.4]","['はやてのつばさ', 'ほのおのからだ']","[70.2, 29.8]","['こだわりハチマキ', 'ゴツゴツメット', 'あつぞこブーツ', 'こだわりメガネ', 'いのちのたま', 'するどいくちばし', 'たべのこし', 'ぼうじんゴーグル', 'きあいのタスキ', 'だっしゅつボタン']","[30.7, 20.3, 14.4, 12.0, 6.3, 3.4, 3.2, 2.3, 2.1, 1.1]","['ひこう', 'かくとう', 'フェアリー', 'じめん', 'はがね', 'ステラ', 'くさ', 'みず', 'ほのお', 'こおり']","[70.6, 7.5, 4.6, 4.0, 2.9, 2.5, 1.7, 1.5, 1.3, 1.3]"
0232-000,144,232,0,ドンファン,,ドンファン,"['じしん', 'こおりのつぶて', 'ステルスロック', 'がむしゃら', 'はたきおとす', 'こうそくスピン', 'アンコール', 'アイススピナー', 'じゃれつく', 'カウンター']","[87.0, 73.6, 50.8, 47.7, 43.6, 31.0, 17.2, 15.9, 5.6, 5.3]","['いじっぱり', 'ようき', 'わんぱく', 'やんちゃ', 'ゆうかん', 'しんちょう', 'おとなしい', 'さみしがり', 'なまいき', 'むじゃき']","[65.4, 22.2, 7.0, 2.1, 2.0, 0.5, 0.4, 0.3, 0.1, 0.0]",['がんじょう'],[100.0],"['イバンのみ', 'カムラのみ', 'ラムのみ', 'ゴツゴツメット', 'オボンのみ', 'レッドカード', 'チイラのみ', 'たつじんのおび', 'じゃくてんほけん', 'メンタルハーブ']","[33.8, 13.9, 7.7, 5.6, 5.0, 4.9, 4.8, 4.4, 3.9, 3.5]","['こおり', 'じめん', 'ゴースト', 'フェアリー', 'くさ', 'あく', 'はがね', 'どく', 'ステラ', 'でんき']","[25.6, 23.8, 22.6, 7.7, 5.4, 4.8, 4.2, 1.8, 1.2, 1.2]"
0869-000,145,869,0,マホイップ,ミルキィバニラ,マホイップ,"['めいそう', 'とける', 'じこさいせい', 'みわくのボイス', 'ドレインキッス', 'アシストパワー', 'マジカルシャイン', 'テラバースト', 'みがわり', 'アンコール']","[92.7, 90.6, 77.1, 54.3, 30.1, 25.2, 7.2, 6.6, 3.5, 1.8]","['ずぶとい', 'おだやか', 'のんき', 'ひかえめ', 'おくびょう', 'れいせい', 'わんぱく', 'ようき', 'てれや', 'がんばりや']","[56.5, 26.2, 6.5, 3.8, 3.5, 0.9, 0.8, 0.8, 0.6, 0.2]","['アロマベール', 'スイートベール']","[94.0, 6.0]","['おんみつマント', 'たべのこし', 'オボンのみ', 'ラムのみ', 'アッキのみ', 'ゴツゴツメット', 'こだわりメガネ', 'かいがらのすず', 'ひかりのこな', 'じゃくてんほけん']","[45.4, 38.4, 5.7, 3.1, 1.5, 1.3, 0.7, 0.6, 0.6, 0.5]","['はがね', 'どく', 'みず', 'ほのお', 'フェアリー', 'エスパー', 'ゴースト', 'でんき', 'じめん', 'かくとう']","[39.8, 23.2, 19.3, 7.8, 3.1, 2.5, 1.3, 1.2, 0.9, 0.4]"
0902-001,146,902,1,イダイトウ,メスのすがた,イダイトウ(メス),"['シャドーボール', 'なみのり', 'アクアジェット', 'れいとうビーム', 'がむしゃら', 'ハイドロポンプ', 'クイックターン', 'テラバースト', 'ウェーブタックル', 'おはかまいり']","[94.1, 79.0, 69.5, 36.4, 36.1, 26.7, 18.5, 16.4, 4.0, 4.0]","['ひかえめ', 'おくびょう', 'うっかりや', 'むじゃき', 'れいせい', 'いじっぱり', 'おっとり', 'おだやか', 'ようき', 'せっかち']","[42.9, 22.2, 20.8, 3.0, 2.3, 2.3, 1.8, 1.3, 1.2, 1.1]","['てきおうりょく', 'すいすい', 'かたやぶり']","[81.9, 11.3, 6.9]","['きあいのタスキ', 'こだわりスカーフ', 'こだわりメガネ', 'とつげきチョッキ', 'いのちのたま', 'しんぴのしずく', 'のろいのおふだ', 'オボンのみ', 'イバンのみ', 'ゴツゴツメット']","[49.4, 16.5, 11.7, 9.3, 5.4, 1.5, 1.5, 1.2, 1.0, 0.9]","['みず', 'フェアリー', 'こおり', 'ステラ', 'じめん', 'ゴースト', 'ノーマル', 'かくとう', 'はがね', 'くさ']","[48.0, 14.4, 11.8, 6.4, 5.6, 3.0, 2.4, 1.7, 1.5, 1.5]"
0132-000,147,132,0,メタモン,,メタモン,['へんしん'],[100.0],"['れいせい', 'なまいき', 'せっかち', 'ようき', 'のんき', 'いじっぱり', 'むじゃき', 'がんばりや', 'おくびょう', 'しんちょう']","[14.7, 14.6, 12.3, 6.5, 5.4, 5.0, 4.5, 4.3, 3.8, 3.7]","['かわりもの', 'じゅうなん']","[99.8, 0.2]","['こだわりスカーフ', 'レッドカード', 'せんせいのツメ', 'きあいのタスキ', 'ひかりのこな', 'オボンのみ', 'しろいハーブ', 'いのちのたま', 'ものまねハーブ', 'たべのこし']","[64.1, 12.6, 10.7, 6.8, 2.6, 1.3, 0.4, 0.2, 0.2, 0.2]","['ノーマル', 'フェアリー', 'はがね', 'ステラ', 'ゴースト', 'あく', 'ひこう', 'みず', 'どく', 'こおり']","[37.5, 17.7, 14.2, 8.2, 6.0, 3.7, 3.2, 2.6, 1.3, 1.1]"
0330-000,148,330,0,フライゴン,,フライゴン,"['じしん', 'りゅうのまい', 'スケイルショット', 'だいちのちから', 'テラバースト', 'ばくおんぱ', 'であいがしら', 'とんぼがえり', 'じわれ', 'ステルスロック']","[63.3, 35.1, 30.5, 24.7, 22.8, 21.5, 21.0, 18.9, 16.1, 14.8]","['いじっぱり', 'ようき', 'ひかえめ', 'おくびょう', 'ずぶとい', 'うっかりや', 'しんちょう', 'わんぱく', 'がんばりや', 'さみしがり']","[33.8, 26.7, 19.5, 13.8, 1.1, 0.8, 0.8, 0.6, 0.4, 0.4]",['ふゆう'],[100.0],"['いかさまダイス', 'のどスプレー', 'いのちのたま', 'こだわりハチマキ', 'きあいのタスキ', 'たべのこし', 'ゴツゴツメット', 'こだわりメガネ', 'こだわりスカーフ', 'とつげきチョッキ']","[20.3, 13.1, 11.0, 10.4, 8.1, 7.9, 5.0, 4.7, 4.7, 3.2]","['はがね', 'ノーマル', 'どく', 'フェアリー', 'でんき', 'ほのお', 'ステラ', 'こおり', 'じめん', 'かくとう']","[55.5, 19.0, 7.8, 3.5, 3.3, 2.6, 2.2, 1.9, 1.5, 1.5]"
0469-000,149,469,0,メガヤンマ,,メガヤンマ,"['むしのさざめき', 'エアスラッシュ', 'シャドーボール', 'とんぼがえり', 'まもる', 'テラバースト', 'みきり', 'サイコノイズ', 'ギガドレイン', 'さいみんじゅつ']","[93.7, 92.0, 48.2, 30.4, 27.1, 22.5, 17.5, 14.2, 13.8, 8.8]","['ひかえめ', 'おくびょう', 'むじゃき', 'うっかりや', 'すなお', 'てれや', 'ずぶとい', 'せっかち', 'ようき', 'しんちょう']","[55.7, 38.1, 3.0, 1.1, 0.5, 0.4, 0.3, 0.2, 0.2, 0.1]","['いろめがね', 'かそく', 'おみとおし']","[52.1, 47.6, 0.4]","['こだわりメガネ', 'のどスプレー', 'きあいのタスキ', 'いのちのたま', 'こだわりスカーフ', 'ものしりメガネ', 'おうじゃのしるし', 'あつぞこブーツ', 'たべのこし', 'こうかくレンズ']","[40.6, 21.1, 14.2, 10.4, 5.8, 2.2, 1.2, 1.0, 0.9, 0.9]","['むし', 'じめん', 'ゴースト', 'ひこう', 'くさ', 'みず', 'いわ', 'ステラ', 'こおり', 'はがね']","[51.8, 17.4, 9.0, 8.5, 3.8, 2.3, 1.8, 1.5, 1.2, 1.2]"
